0.341000	0.341000	B
0.354000	0.354000	B
0.698000	0.698000	B
1.025000	1.025000	B
1.038000	1.038000	B
1.381000	1.381000	B
2.046000	2.046000	B
2.400000	2.400000	B
2.730000	2.730000	B
2.743000	2.743000	B
3.415000	3.415000	B
3.422000	3.422000	B
3.769000	3.769000	B
4.097000	4.097000	B
4.107000	4.107000	B
4.430000	4.430000	B
4.772000	4.772000	B
5.129000	5.129000	B
5.460000	5.460000	B
5.468000	5.468000	B
5.811000	5.811000	B
6.822000	6.822000	B
6.836000	6.836000	B
7.164000	7.164000	B
7.174000	7.174000	B
7.499000	7.499000	B
7.542000	7.542000	B
7.856000	7.856000	B
8.200000	8.200000	B
8.539000	8.539000	B
8.868000	8.868000	B
8.881000	8.881000	B
9.224000	9.224000	B
9.562000	9.562000	B
10.227000	10.227000	B
10.241000	10.241000	B
10.583000	10.583000	B
10.926000	10.926000	B
11.252000	11.252000	B
11.589000	11.589000	B
11.932000	11.932000	B
11.946000	11.946000	B
12.289000	12.289000	B
12.629000	12.629000	B
12.958000	12.958000	B
12.969000	12.969000	B
13.296000	13.296000	B
13.640000	13.640000	B
13.650000	13.650000	B
13.981000	13.981000	B
13.991000	13.991000	B
14.319000	14.319000	B
14.660000	14.660000	B
14.672000	14.672000	B
15.000000	15.000000	B
15.355000	15.355000	B
15.678000	15.678000	B
16.038000	16.038000	B
16.378000	16.378000	B
16.705000	16.705000	B
17.044000	17.044000	B
17.400000	17.400000	B
17.426000	17.426000	B
17.730000	17.730000	B
17.740000	17.740000	B
18.071000	18.071000	B
18.083000	18.083000	B
18.407000	18.407000	B
18.744000	18.744000	B
21.475000	21.475000	B
21.514000	21.514000	B
21.822000	21.822000	B
21.834000	21.834000	B
22.160000	22.160000	B
22.499000	22.499000	B
22.857000	22.857000	B
22.879000	22.879000	B
23.197000	23.197000	B
23.220000	23.220000	B
23.522000	23.522000	B
23.863000	23.863000	B
24.204000	24.204000	B
24.547000	24.547000	B
24.901000	24.901000	B
25.242000	25.242000	B
25.584000	25.584000	B
25.909000	25.909000	B
26.251000	26.251000	B
26.605000	26.605000	B
26.930000	26.930000	B
27.289000	27.289000	B
27.610000	27.610000	B
27.952000	27.952000	B
28.308000	28.308000	B
28.334000	28.334000	B
28.653000	28.653000	B
28.673000	28.673000	B
28.981000	28.981000	B
28.991000	28.991000	B
29.316000	29.316000	B
29.671000	29.671000	B
29.999000	29.999000	B
30.342000	30.342000	B
30.353000	30.353000	B
30.681000	30.681000	B
31.021000	31.021000	B
31.362000	31.362000	B
31.705000	31.705000	B
31.717000	31.717000	B
32.061000	32.061000	B
32.385000	32.385000	B
32.398000	32.398000	B
32.429000	32.429000	B
43.297000	43.297000	B
43.311000	43.311000	B
43.995000	43.995000	B
44.322000	44.322000	B
44.335000	44.335000	B
44.674000	44.674000	B
44.692000	44.692000	B
45.015000	45.015000	B
45.344000	45.344000	B
45.356000	45.356000	B
45.697000	45.697000	B
46.038000	46.038000	B
46.383000	46.383000	B
46.717000	46.717000	B
46.741000	46.741000	B
47.044000	47.044000	B
47.382000	47.382000	B
47.743000	47.743000	B
48.084000	48.084000	B
48.411000	48.411000	B
48.751000	48.751000	B
48.763000	48.763000	B
49.108000	49.108000	B
49.435000	49.435000	B
49.446000	49.446000	B
49.776000	49.776000	B
49.787000	49.787000	B
50.115000	50.115000	B
50.128000	50.128000	B
50.471000	50.471000	B
50.811000	50.811000	B
50.835000	50.835000	B
51.152000	51.152000	B
51.499000	51.499000	B
51.818000	51.818000	B
52.157000	52.157000	B
52.496000	52.496000	B
54.212000	54.212000	B
54.233000	54.233000	B
55.924000	55.924000	B
55.949000	55.949000	B
56.949000	56.949000	B
56.965000	56.965000	B
56.992000	56.992000	B
58.646000	58.646000	B
59.672000	59.672000	B
59.696000	59.696000	B
61.391000	61.391000	B
61.410000	61.410000	B
62.403000	62.403000	B
64.250000	64.250000	B
65.130000	65.130000	B
65.152000	65.152000	B
66.828000	66.828000	B
66.849000	66.849000	B
66.873000	66.873000	B
66.905000	66.905000	B
67.855000	67.855000	B
69.538000	69.538000	B
70.242000	70.242000	B
72.268000	72.268000	B
72.329000	72.329000	B
73.309000	73.309000	B
73.325000	73.325000	B
73.820000	73.820000	B
73.838000	73.838000	B
73.865000	73.865000	B
74.334000	74.334000	B
74.353000	74.353000	B
74.380000	74.380000	B
76.026000	76.026000	B
76.033000	76.033000	B
77.743000	77.743000	B
77.762000	77.762000	B
77.783000	77.783000	B
77.813000	77.813000	B
78.763000	78.763000	B
78.782000	78.782000	B
80.467000	80.467000	B
81.152000	81.152000	B
83.195000	83.195000	B
83.207000	83.207000	B
83.229000	83.229000	B
83.252000	83.252000	B
84.219000	84.219000	B
84.238000	84.238000	B
84.728000	84.728000	B
84.747000	84.747000	B
85.238000	85.238000	B
86.987000	86.987000	B
88.654000	88.654000	B
89.675000	89.675000	B
89.723000	89.723000	B
91.368000	91.368000	B
91.385000	91.385000	B
92.045000	92.045000	B
94.179000	94.179000	B
95.128000	95.128000	B
95.144000	95.144000	B
95.644000	95.644000	B
95.659000	95.659000	B
95.682000	95.682000	B
96.150000	96.150000	B
96.195000	96.195000	B
96.992000	96.992000	B
97.009000	97.009000	B
97.872000	97.872000	B
97.894000	97.894000	B
97.926000	97.926000	B
99.583000	99.583000	B
99.600000	99.600000	B
99.626000	99.626000	B
100.580000	100.580000	B
100.658000	100.658000	B
102.270000	102.270000	B
102.954000	102.954000	B
126.451000	126.451000	B
126.969000	126.969000	B
127.079000	127.079000	B
127.099000	127.099000	B
127.274000	127.274000	B
127.294000	127.294000	B
127.316000	127.316000	B
127.361000	127.361000	B
